,index,instance,trait,trait_predicted,low_prob,high_prob,most_contribute_1,most_contribute_2,most_contribute_3,most_contribute_4,most_contribute_5,most_contribute_to_low,most_contribute_to_high,Unnamed: 13,accuracy
16,16,114,,,0.9986995345020226,0.001300465497977357,freq_Comics,Gender,dur_Games,dur_Comics,dur_Personalization,dur_Games,freq_Comics,,
17,17,122,,,0.005904335338854816,0.9940956646611452,freq_Comics,dur_Comics,Gender,freq_Travel...Local,freq_Books...Reference,dur_Comics,freq_Comics,,
18,18,104,,,0.7894524946048567,0.21054750539514328,freq_Comics,dur_Comics,Gender,freq_Travel...Local,dur_Personalization,dur_Comics,freq_Comics,,
19,19,84,,,0.9995904292697746,0.0004095707302254435,freq_Comics,dur_Comics,dur_Games,Gender,fluidIQ,dur_Comics,freq_Comics,,
20,20,60,,,0.19149863338922635,0.8085013666107737,freq_Comics,freq_Travel...Local,dur_Comics,dur_News...Magazines,Gender,freq_Travel...Local,freq_Comics,,
21,21,18,,,0.9999923389103232,7.661089676761395e-06,freq_Comics,Gender,fluidIQ,dur_Personalization,freq_Business,Gender,freq_Comics,,
22,22,92,,,0.005087282164831897,0.9949127178351681,freq_Comics,dur_Comics,Gender,freq_Travel...Local,freq_Weather,dur_Comics,freq_Comics,,
23,23,33,,,0.9274147165505324,0.07258528344946755,freq_Comics,dur_Comics,Gender,freq_Books...Reference,freq_Tools,dur_Comics,freq_Comics,,
24,24,94,,,0.8277813315929804,0.1722186684070196,freq_Comics,dur_Comics,Gender,dur_Personalization,freq_Business,dur_Comics,freq_Comics,,
25,25,48,,,1.279858459213301e-07,0.9999998720141541,freq_Comics,dur_Comics,freq_Weather,Gender,freq_Tools,dur_Comics,freq_Comics,,
26,26,7,,,0.9998590853290905,0.00014091467090950307,freq_Comics,Gender,dur_Comics,dur_Personalization,dur_Travel...Local,dur_Comics,freq_Comics,,
27,27,16,,,3.3051857256327644e-05,0.9999669481427437,freq_Comics,dur_Comics,Gender,dur_News...Magazines,freq_Media...Video,dur_Comics,freq_Comics,,
28,28,128,,,0.06888030021443348,0.9311196997855665,freq_Comics,dur_Comics,dur_Personalization,freq_Travel...Local,Gender,dur_Comics,freq_Comics,,
29,29,10,,,0.9427124069461135,0.057287593053886525,freq_Comics,Gender,dur_Comics,dur_Personalization,dur_News...Magazines,Gender,freq_Comics,,
30,30,2,,,0.26373850106846497,0.736261498931535,freq_Comics,freq_calls,Gender,dur_Comics,freq_Travel...Local,dur_Comics,freq_Comics,,
31,31,51,,,0.9999978804382326,2.1195617674541057e-06,freq_Comics,freq_Travel...Local,dur_Comics,Gender,freq_Weather,freq_Travel...Local,freq_Comics,,
32,32,101,,,0.0024908946250737918,0.9975091053749262,freq_Comics,freq_Books...Reference,Gender,dur_News...Magazines,dur_Comics,dur_Comics,freq_Comics,,
33,33,116,,,0.9385658182825225,0.06143418171747744,freq_Comics,freq_Travel...Local,freq_calls,dur_Comics,Gender,freq_Travel...Local,freq_Comics,,
34,34,30,,,0.9958394212139993,0.004160578786000682,freq_Comics,dur_Comics,freq_Media...Video,Gender,freq_Business,dur_Comics,freq_Comics,,
