,index,instance,trait,trait_predicted,low_prob,high_prob,most_contribute_1,most_contribute_2,most_contribute_3,most_contribute_4,most_contribute_5,most_contribute_to_low,most_contribute_to_high,Unnamed: 13,accuracy
17,17,122,,,0.484375,0.515625,freq_Transportation,dur_News...Magazines,dur_Lifestyle,dur_Shopping,dur_Social,dur_Lifestyle,freq_Transportation,,
18,18,104,,,0.515625,0.484375,freq_Photography,dur_Unknown,dur_Lifestyle,dur_Productivity,dur_News...Magazines,freq_Photography,dur_Social,,
19,19,84,,,0.578125,0.421875,freq_Photography,dur_Unknown,freq_Transportation,dur_Lifestyle,dur_News...Magazines,freq_Photography,dur_News...Magazines,,
20,20,60,,,0.625,0.375,freq_Travel...Local,freq_Transportation,dur_News...Magazines,dur_Shopping,dur_Unknown,freq_Travel...Local,dur_Unknown,,
21,21,18,,,0.546875,0.453125,freq_Photography,freq_Social,dur_News...Magazines,dur_Lifestyle,dur_Unknown,freq_Photography,freq_Social,,
22,22,92,,,0.609375,0.390625,freq_Social,freq_Photography,freq_News...Magazines,dur_News...Magazines,dur_Lifestyle,freq_Photography,freq_Social,,
23,23,33,,,0.46875,0.53125,dur_Lifestyle,freq_Media...Video,freq_Browser,dur_Unknown,freq_Photography,dur_Lifestyle,freq_Browser,,
24,24,94,,,0.5625,0.4375,freq_Social,freq_Transportation,dur_News...Magazines,dur_Lifestyle,dur_Shopping,freq_Transportation,freq_Social,,
25,25,48,,,0.46875,0.53125,dur_Lifestyle,freq_Social,freq_Photography,dur_Unknown,dur_Productivity,dur_Productivity,dur_Lifestyle,,
26,26,7,,,0.421875,0.578125,freq_Transportation,dur_News...Magazines,dur_Lifestyle,dur_Unknown,dur_Shopping,dur_Lifestyle,freq_Transportation,,
27,27,16,,,0.453125,0.546875,freq_Social,dur_Lifestyle,freq_News...Magazines,dur_News...Magazines,dur_Travel...Local,freq_News...Magazines,freq_Social,,
28,28,128,,,0.53125,0.46875,dur_Unknown,freq_Transportation,dur_News...Magazines,dur_Lifestyle,dur_Travel...Local,dur_Unknown,dur_News...Magazines,,
29,29,10,,,0.484375,0.515625,dur_Lifestyle,freq_News...Magazines,dur_News...Magazines,freq_Photography,dur_Social,freq_News...Magazines,dur_Lifestyle,,
30,30,2,,,0.609375,0.390625,freq_Photography,dur_Unknown,freq_News...Magazines,dur_Lifestyle,freq_Social,freq_Photography,dur_Travel...Local,,
31,31,51,,,0.453125,0.546875,freq_Social,freq_Travel...Local,freq_News...Magazines,freq_Media...Video,dur_Unknown,freq_Travel...Local,freq_Social,,
32,32,101,,,0.640625,0.359375,freq_Photography,freq_Transportation,dur_News...Magazines,freq_Social,dur_Lifestyle,freq_Photography,dur_Social,,
33,33,116,,,0.546875,0.453125,freq_Social,freq_Transportation,freq_Travel...Local,dur_Lifestyle,dur_Shopping,freq_Transportation,freq_Social,,
34,34,30,,,0.59375,0.40625,freq_Photography,freq_News...Magazines,freq_Media...Video,dur_Social,dur_News...Magazines,freq_Photography,Age,,
