,Gender,Age,Education_lev,fluidIQ,freq_calls,freq_Tools,freq_Finance,freq_Games,freq_Entertainment,freq_Productivity,freq_Personalization,freq_News...Magazines,freq_Unknown,freq_Photography,freq_Shopping,freq_Communication,freq_Books...Reference,freq_Travel...Local,freq_Music...Audio,freq_Medical,freq_Education,freq_Business,freq_Lifestyle,freq_Transportation,freq_Weather,freq_Sports,freq_Browser,freq_Health...Fitness,freq_Media...Video,freq_Social,freq_Comics,dur_calls,dur_Tools,dur_Finance,dur_Games,dur_Entertainment,dur_Productivity,dur_Personalization,dur_News...Magazines,dur_Unknown,dur_Photography,dur_Shopping,dur_Communication,dur_Books...Reference,dur_Travel...Local,dur_Music...Audio,dur_Medical,dur_Education,dur_Business,dur_Lifestyle,dur_Transportation,dur_Weather,dur_Sports,dur_Browser,dur_Health...Fitness,dur_Media...Video,dur_Social,dur_Comics
35,2,24,4,0.9327,204,161,0,100,41,147,0,35,26,158,18,2683,44,41,89,0,0,17,16,74,1,1,335,0,18,658,0,1347.6764705882401,18.6820550452735,0.0,284.37410972703,132.417216641135,24.5070913989992,0.0,32.4,11.6030761392013,19.821231685221697,55.7320718556765,35.071532870636204,36.986433635625794,54.2727272727273,18.206042690144102,0.0,0.0,8.97003515289901,0.0,55.7863110909738,2.0,23.0,57.3881732926981,0.0,19.2933821925163,64.4740899168781,0.0
23,2,50,2,-0.9661,98,56,0,0,12,103,0,12,4,144,0,1882,4,8,6,0,0,2,0,4,0,0,72,0,75,9,0,0.0,26.666761668402,0.0,0.0,0.0,21.3920463683645,0.0,0.0,10.744491644558599,32.626398004580395,0.0,60.744897835589505,0.0,0.0,0.0,0.0,0.0,35.0,0.0,56.0,0.0,0.0,51.5432580879912,0.0,31.9746320984938,4.0,0.0
74,2,18,4,0.5404,1055,343,9,4,70,251,0,48,45,238,18,4599,4,84,123,0,0,110,8,60,5,18,524,2,99,2999,0,43.3611374407583,20.5590716182068,5.33333333333333,381.0,142.198256361576,33.5186935664978,0.0,44.170823931845206,3.0075553148459,29.9455027831414,73.2526173776957,16.5740602432077,0.0,49.24001552115,35.7698307710205,0.0,0.0,34.107959829554304,7.78801453546168,40.301027081185296,13.6,48.9287956732558,70.2121869902493,0.0,20.4918352020901,39.125728333843604,0.0
31,2,21,4,0.498,121,362,3,448,275,40,0,40,62,42,1,2110,4,11,34,0,5,23,0,63,1,27,162,0,23,548,0,0.0,17.417910843502902,49.0,66.35928285493179,52.74598219897321,14.0800118554759,0.0,27.7575648890746,3.3759914813526297,37.2283105700071,0.0,31.0166009201646,0.0,44.0,6.97431387394001,0.0,113.25,46.3943261465683,0.0,57.440719122882996,32.0,32.9753027287932,67.3698573916001,0.0,55.148542732984296,112.680458114121,0.0
96,2,19,4,0.1788,105,2130,2,8,240,734,0,11,1598,1257,30,5383,64,75,87,294,3,65,9,70,38,0,946,20,121,687,0,24.980952380952395,5.25062666631137,1.0,0.0,49.315268157929,22.2920244842277,0.0,0.0,2.900576304895,14.1443484382474,205.210879832154,29.3071079462755,60.016381139184105,35.2262614866221,10.685512967728599,64.6260746481609,2.0,15.497609723439698,73.0,47.767535181888704,7.91744029634426,0.0,65.9671261234986,213.337123176381,1.7416764416852701,84.99214435000809,0.0
57,2,30,4,0.4939,96,303,0,447,32,232,0,30,16,154,15,1843,0,33,9,0,0,0,55,0,0,5,382,6,19,776,0,4.0625,13.843508086640902,0.0,356.491185098191,61.0391944476647,28.414029212410497,0.0,10.955050117021502,3.33153575319052,17.4600530029808,50.1818181818182,27.7781392368273,0.0,46.4747371963054,1.0,0.0,0.0,0.0,70.8731940097082,0.0,0.0,2.0,90.78980157882309,9.0,63.0275212241233,66.82189017544759,0.0
112,1,25,5,1.2022,173,1041,0,30,63,116,4,6,737,141,19,1919,4,18,382,0,9,0,12,26,50,0,240,205,14,872,0,53.531791907514496,5.03909163889543,0.0,89.0072063578148,50.313642249229495,18.6247320781336,0.0,0.0,3.04062305322346,8.10243092842466,35.6537913016466,14.6978127925836,0.0,37.025066695892,7.05241931919547,0.0,273.865470646262,0.0,0.75,46.6348003404506,10.421483575434099,0.0,30.4098625096632,37.59955641968771,18.9372873962633,44.4660182293028,0.0
123,1,41,4,0.8845,1001,94,0,10,4,146,0,11,9,11,0,2136,4,116,57,0,0,10,0,4,0,0,12,0,16,10,0,96.34665334665328,18.2545405294677,0.0,0.0,0.0,25.9006102595666,0.0,80.0,3.5466937303455497,10.5454545454545,0.0,28.5896408291353,0.0,36.9887602553022,30.5767766045672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.470033411347599,0.0,0.0,0.0,0.0
32,1,29,5,0.8474,246,269,0,0,33,198,0,0,4,138,0,1815,7,35,135,0,15,15,0,37,22,0,272,27,12,89,0,0.0,9.151020086760472,0.0,0.0,164.85038121538,22.7051911535358,0.0,0.0,17.281455125274597,20.400746386948303,0.0,30.2943708353975,84.2032944279366,45.343119472378504,10.30637792651,0.0,47.15287074247151,65.75686147914679,0.0,60.5429497737103,14.5880141391327,0.0,72.8301774918011,62.3846153846154,45.0235043854475,18.4628573112018,0.0
121,2,23,4,0.9769,176,246,0,30,31,65,0,15,7,42,1,1493,14,31,196,48,0,1,20,78,0,0,274,120,19,879,0,43.579545454545496,11.6916549519612,0.0,350.637954393056,191.689839841656,15.3575124528075,0.0,4.0,3.7880973937045495,43.7779238554602,0.0,24.383978105384497,23.8428772673416,53.845548744640894,14.275874745822899,4.65543038641333,0.0,27.0,0.0,47.5528035446266,0.0,0.0,54.0818843901949,6.0945936600909105,20.240051181949198,46.9481330763828,0.0
14,2,25,5,0.6056,154,132,0,0,15,73,0,0,9,58,0,1262,0,20,2,0,7,0,0,0,0,0,71,0,0,10,0,0.0,35.2908709849005,0.0,0.0,76.46004835346909,24.3822143053027,0.0,0.0,14.1815499156324,40.8556365883303,0.0,48.9017588036364,0.0,106.716715896117,0.0,0.0,59.132071853045,0.0,0.0,0.0,0.0,0.0,152.16114856662202,0.0,0.0,43.8801259395904,0.0
100,2,23,4,0.162,522,271,0,7,134,97,0,30,61,104,6,5469,29,45,152,0,0,5,212,76,0,99,231,0,4,108,0,322.051724137931,11.375024269846001,0.0,427.361826487004,49.112784983847895,22.700880077437898,0.0,11.778026350659301,4.511331615784281,23.116226411750496,66.6666666666667,33.184999901917,22.8419233427862,79.3600999841745,7.929706487141511,0.0,0.0,56.6,75.84007367134029,49.2006306006542,0.0,61.8383349756429,65.6565562392287,0.0,0.0,113.286910378247,0.0
19,1,23,4,0.0911,416,1428,56,14,307,529,6,50,1052,190,51,2111,32,73,72,0,0,4,59,153,8,0,1103,0,59,142,0,163.144230769231,8.79290599370074,44.7651458543641,0.0,14.437916692216001,3.86338374059046,6.98801378533665,25.463457453756,4.8983671315490405,9.82850323526592,37.932658857201,17.636532921895498,17.3978325951573,17.2409440837353,4.895117047721969,0.0,0.0,7.810025335964201,43.9159664100888,42.218758758874,17.5,0.0,35.5666837026103,0.0,13.7387943383393,24.3914916361507,0.0
29,2,23,4,-0.0782,238,237,0,163,21,40,0,16,113,90,7,2364,7,6,359,0,0,0,0,39,110,0,67,0,2,72,0,255.27731092437,16.9922426085128,0.0,254.49895073702098,231.2,27.285234003755,0.0,0.0,2.9420631330382205,22.811963462072395,57.4,37.381310054345896,41.9400668226953,51.34006606842279,10.6552439888099,0.0,0.0,0.0,0.0,55.981130341011294,34.91575999872,0.0,66.0259738155468,0.0,0.0,98.1962237539493,0.0
49,2,20,4,0.5569,138,112,4,168,10,95,0,6,9,83,0,760,10,16,29,0,0,0,0,43,2,0,118,0,4,170,0,56.463768115942,26.9489930170433,75.0,80.0165811034248,55.9902077414751,22.489549243586197,0.0,0.0,5.222657662791019,20.7084792281763,0.0,41.802467069494206,15.666666666666698,73.4401195869598,32.750093791831105,0.0,0.0,0.0,0.0,43.43108617413711,27.0,0.0,119.44877075405701,0.0,0.0,102.992078088395,0.0
118,2,40,4,1.5039,149,83,0,0,39,39,0,0,7,66,0,620,10,48,3,0,6,7,0,47,27,5,62,0,4,0,0,37.281879194630896,23.0116153367314,0.0,0.0,800.9210083780611,32.655289347958,0.0,0.0,4.81505802168736,27.452027456810104,0.0,71.84213417145371,552.5,134.367537166631,34.0,0.0,6.6533481743316605,117.57142857142901,0.0,100.36024129721399,19.6000353224909,16.0,156.074907933184,0.0,0.0,0.0,0.0
99,1,22,3,-0.1248,605,361,82,12,73,82,0,38,7794,214,311,5264,96,47,300,0,6,6,320,42,53,2413,631,0,7,2461,0,29.923966942148798,10.689473217665801,44.8836173747188,154.120358338242,95.0186633401698,22.3645777442987,0.0,91.14481615333371,3.24073576955572,19.6993618521828,33.9541965962788,23.0414444070877,69.5017947955288,41.066666666666706,17.282135462682902,0.0,31.3333333333333,29.5,45.9434213514917,38.3846737750739,4.83347154288789,24.6493393165955,43.0890345285525,0.0,76.6666666666667,32.0312909101808,0.0
82,1,21,4,0.7566,28,293,6,199,17,281,0,0,19,385,80,4621,143,66,39,0,33,22,0,105,13,0,727,0,9,1659,0,12.0714285714286,13.044209864623802,37.0,188.938816589128,276.625,19.0246734790319,0.0,0.0,3.14782796639825,24.344433282994398,50.90627449116529,32.099305141959,193.623821085233,51.183790419721795,15.1223070242175,0.0,11.257626975695,97.41915544117279,0.0,36.7840198490191,6.53779906138961,0.0,97.61678277945579,0.0,1352.46483723271,134.498118233519,0.0
64,2,22,4,0.2701,86,146,0,245,60,118,0,12,51,50,0,1018,20,30,8,0,0,2,2,0,0,0,290,0,25,444,0,43.069767441860506,5.390229019731281,0.0,89.4954188406001,282.269051391577,45.527101862214096,0.0,0.0,3.17485506410258,37.045075724533795,0.0,13.8636704842293,270.715220858853,49.326220469754105,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,62.0479148991043,0.0,15.618750716586199,24.956703830549504,0.0
136,1,27,5,0.3734,874,369,37,2,132,161,0,532,92,58,26,3803,145,97,326,0,14,1,0,74,21,0,432,34,20,318,0,154.132723112128,10.3736549117988,32.2366817394237,127.0,164.026709958589,14.206531180493801,0.0,91.43647721622759,3.7839365746343194,20.449635293715,45.4895589221958,18.3167966288607,16.1233614559007,57.3791929389414,19.23137196793,0.0,66.6655085016236,18.0,0.0,41.583533799378294,11.192882373561499,0.0,72.45283754420579,26.646465719103603,113.352300756766,79.2856082410852,0.0
79,2,24,5,0.8584,269,218,0,101,15,104,0,39,8,503,0,3669,8,42,4,0,0,5,3,48,23,0,308,0,3,1087,0,297.602230483271,14.960151797894198,0.0,16.1149185356809,68.6750897068662,5.07436269873016,0.0,34.597885104281204,2.4898365121999704,13.856009857798801,0.0,33.873137706364005,4.0,67.7614792957101,0.0,0.0,0.0,34.0,4.0,58.13916317636,24.071633988098803,0.0,40.070230976088204,0.0,1.0,37.596742761513504,0.0
69,2,26,4,-0.4214,79,188,0,0,15,146,0,12,10,71,0,860,7,10,5,0,0,7,0,0,91,0,300,0,24,8,0,8.10126582278481,6.4684107833790305,0.0,0.0,39.3144140467476,21.940881505103302,0.0,5.0,10.132017333117501,22.179007162512804,0.0,8.82876059983736,2.0,42.391171053263996,6.0,0.0,0.0,5.326673722397009,0.0,0.0,17.5488420088769,0.0,52.58080132828421,0.0,6.42857221014629,4.0,0.0
80,1,24,5,0.4346,135,183,7,0,8,125,0,6,81,42,0,1137,0,50,6,0,0,0,26,63,0,0,233,0,0,433,0,19.5851851851852,16.657680770749,110.300370616264,0.0,22.0,20.8495779061235,0.0,3.16333704358292,4.72588014628224,18.491912906535802,0.0,29.562410276048897,0.0,61.712187487876704,0.0,0.0,0.0,0.0,45.8595485993099,63.91561107632461,0.0,0.0,104.860532220564,0.0,0.0,101.36615080455799,0.0
20,1,18,4,0.9713,129,134,0,153,15,313,0,85,16,32,0,643,4,4,60,0,4,2,2,18,24,0,529,0,4,752,0,39.5271317829457,22.7973897970567,0.0,146.09142268241501,50.0287027817453,46.7667750593083,0.0,108.50407271017099,3.2715269172428,21.5092012649923,0.0,27.379405485616697,0.0,0.0,11.652825782714501,0.0,0.0,0.0,0.0,42.1601548142959,10.2340194580297,0.0,121.422158228206,0.0,0.0,81.69538542937451,0.0
132,2,22,5,0.3392,42,614,0,3,65,46,18,9,17,119,0,3144,0,39,158,0,8,1,0,59,76,22,182,0,0,1856,0,341.5,20.842479700816604,0.0,148.0,52.1779307996216,16.153340697326698,72.3114658148922,75.6666666666667,4.8462738165067405,39.6259162155619,0.0,38.104340482103204,0.0,49.6964923025119,9.074864023901869,0.0,39.3333333333333,82.0,0.0,55.8975611316325,31.25446223303,42.4166666666667,71.46387077361209,0.0,0.0,52.6005524632897,0.0
72,2,28,5,0.6559999999999999,32,122,0,5,0,140,0,144,15,80,0,963,2,24,67,0,60,14,0,38,0,0,117,0,1,0,0,258.0,32.6085972342512,0.0,234.75,0.0,20.6958361621395,0.0,15.6361361227947,5.49784542467956,40.7229612178906,0.0,33.757956473327695,0.0,89.25614161807721,33.239868684411,0.0,244.862269858535,298.910349155132,0.0,55.089653471301006,0.0,0.0,171.92859593441202,0.0,12.0,0.0,0.0
77,2,24,5,0.5107,98,106,42,0,14,44,0,2,3,59,4,1170,4,86,14,0,154,7,0,152,0,0,118,4,14,0,0,50.0,9.911272945473051,44.0168856341148,0.0,14.9633781519908,15.394736842105301,0.0,0.0,3.0714983516451,21.8440348849657,0.0,23.5085930132276,0.0,67.0330005988466,5.9750278427897,0.0,123.367174358439,39.6200462172734,0.0,36.291995326164205,0.0,0.0,56.578807714160995,0.0,20.9836496644885,0.0,0.0
25,2,24,4,-0.2345,89,112,0,1,31,67,0,51,21,69,1,1693,4,129,4,0,0,24,70,25,0,0,480,0,24,479,0,53.4606741573034,4.87446038616496,0.0,18.0,149.817836582384,27.283526514945198,0.0,111.372088729009,3.0193190037973703,30.606182705732103,0.0,46.0084452351595,0.0,57.197207215260605,0.0,0.0,0.0,45.906776168730296,53.67132265146051,57.3436647090312,0.0,0.0,92.52414488625091,0.0,18.240008766228,106.999438394955,0.0
37,1,21,4,0.9459,362,2836,0,507,46,64,8,4,20,34,0,2089,11,89,63,0,1,5,0,0,0,0,564,3,4,229,0,184.17403314917098,2.2872554464327597,0.0,84.2261174921137,73.66021540467091,14.379490815060501,8.31335712714195,0.0,3.7177826864091004,6.26001103361145,0.0,30.0264742514247,16.940070586319898,38.8962153248343,19.1130906796511,0.0,0.0,157.5,0.0,0.0,0.0,0.0,48.7989984243939,0.0,0.0,41.0630161353316,0.0
81,2,20,4,0.9814,113,151,0,321,80,156,0,6,5,132,0,2364,6,21,185,47,0,0,0,24,13,22,639,0,4,386,0,71.81415929203541,13.059132389919501,0.0,517.762787905341,121.587724755055,23.3689037479232,0.0,0.0,3.2914121548985698,48.833009917255,0.0,40.7915037519072,0.0,109.072235014546,28.885547215909902,9.07244270668403,0.0,0.0,0.0,91.66146329441509,18.2366725893782,80.55399781068141,112.96263852172301,0.0,0.0,36.8489207309836,0.0
126,2,19,4,0.2617,221,186,13,116,52,55,0,13,11,73,25,1329,3,26,33,0,0,5,0,40,0,0,287,0,34,416,0,135.316742081448,23.8018028702715,41.2727272727273,269.771305155882,421.05524641850195,24.1770280206647,0.0,35.8801336453906,3.9508366794912004,23.0465896470809,46.9358525075251,37.2340034636974,11.0,121.845647376584,11.7150359894835,0.0,0.0,48.6,0.0,68.7365166252941,0.0,0.0,73.2726104713104,0.0,151.875,99.04605170488189,0.0
46,2,21,4,0.7341,101,17,0,81,8,193,0,3,11,2,0,481,0,42,0,0,0,47,0,0,0,0,121,0,0,234,0,20.980198019802,30.0160977384012,0.0,123.833865852049,240.0,30.606042023432003,0.0,33.0,9.906606323246619,58.5,0.0,48.58303342036879,0.0,60.503742590675294,0.0,0.0,0.0,34.3111111111111,0.0,0.0,0.0,0.0,97.4199201100823,0.0,0.0,164.236382380169,0.0
129,2,23,5,1.2624,260,455,4,32,76,312,1,5,78,48,73,3561,28,95,71,0,2,2,47,207,2,0,322,234,0,471,5,63.26153846153849,15.625698023733802,10.0,67.0962262575582,22.515411532557803,14.301195682028501,4.0,12.0,2.0,18.9920396934927,26.370290456680603,13.1931415804869,39.755062039135105,59.7877323060564,5.3747097344069195,0.0,218.0,32.0,13.9045531213407,21.546362276926605,0.0,0.0,29.3739652857871,8.9664345330148,0.0,36.9458768309328,62.0801593546342
39,2,19,4,1.3901,378,127,0,16,3,11,0,4,10,56,0,1267,0,19,52,48,0,4,0,18,0,0,45,0,2,32,0,47.0026455026455,27.7148691779841,0.0,92.35224076590359,92.5604900330987,33.636363636363605,0.0,0.0,3.35468002548644,36.8992495014465,0.0,28.476885119053602,0.0,107.968354757729,14.245518088004902,10.2945552309157,0.0,119.75,0.0,66.5438172981996,0.0,0.0,61.35535566428221,0.0,0.0,55.12156425107579,0.0
102,1,26,5,-0.0558,464,3820,0,279,227,428,1,20,61,138,35,2459,0,185,186,0,0,12,28,76,0,29,559,12,5,842,0,82.3448275862069,3.6805926846076806,0.0,124.711703824813,79.188935217868,27.716519691690397,8.0,0.0,2.0,17.6665838897132,41.4835231387755,28.4419815451337,0.0,49.71595670554729,19.4413382217314,0.0,0.0,32.2400524859924,82.5528279447539,43.1295870255598,0.0,44.8432428654748,58.0578987798542,10.5,6.5,40.195047100278295,0.0
65,2,22,5,0.5095,149,128,0,88,164,331,0,60,42,67,0,1855,0,48,47,0,0,0,0,175,17,0,328,5,0,454,0,96.2147651006711,9.985203180365241,0.0,113.04028142403799,208.02395706546397,20.6405956906015,0.0,49.8730156967441,3.2738597989825804,22.669698322636,0.0,16.6716137624761,0.0,52.83368146473929,16.405279657061698,0.0,0.0,0.0,0.0,24.5400428576377,24.7058823529412,0.0,68.15970694959971,35.39011099414439,0.0,59.9683266599242,0.0
58,1,23,4,-0.3345,62,68,0,0,13,45,0,0,729,56,0,653,4,13,150,0,0,0,0,17,0,0,27,6,3,141,0,38.8870967741936,16.6950798114729,0.0,0.0,59.5645530967109,19.8261530203009,0.0,0.0,8.22876123963017,34.0486991158751,0.0,37.287460331137204,0.0,44.2101070110573,35.4764893133309,0.0,0.0,0.0,0.0,52.75,0.0,0.0,33.3853701172926,0.0,2.0,70.2857194937898,0.0
12,2,27,2,0.6785,178,373,0,0,26,68,0,6,30,196,0,2255,19,12,8,0,0,14,122,0,0,0,25,0,143,460,0,459.050561797753,27.9421592546769,0.0,0.0,140.423646194972,34.1730387197043,0.0,0.0,2.63672074340233,23.2724397629612,0.0,30.0203827827785,20.624305084389103,32.0,33.0,0.0,0.0,44.4200828473656,48.857976528330795,0.0,0.0,0.0,98.05834472828128,0.0,40.1778427416209,107.390911893298,0.0
127,2,19,4,1.8813,75,201,0,440,6,424,0,0,18,185,0,3694,75,10,30,0,55,7,0,197,8,0,655,0,15,0,0,6.58666666666667,19.194701714664898,0.0,114.79653764855699,0.0,21.5022286560706,0.0,0.0,2.78114822487037,18.5755216593386,0.0,32.4333916518882,19.2516786408842,62.2830194979701,10.2938626058429,0.0,83.1312922819601,7.58401943755716,0.0,36.679053650178105,4.1880143080078,0.0,76.33045544711659,0.0,37.9508157976409,0.0,0.0
88,2,25,5,0.1266,85,243,0,0,22,87,0,10,2,56,17,1382,20,33,6,0,0,0,0,59,0,38,270,0,2,614,0,0.0,6.17029208920089,0.0,0.0,51.1323158129276,24.7212375814461,0.0,0.0,2.3897568278974397,29.9864329699505,72.3567167729421,15.642073008297901,27.1875,78.3743373565208,0.0,0.0,0.0,0.0,0.0,52.928246211609,0.0,39.50720243630929,65.4884658220141,0.0,0.0,29.5539956233497,0.0
70,1,23,4,2.3534,171,2560,297,696,170,323,11,8,2289,210,39,2258,11,112,84,0,107,58,31,0,0,0,1659,9,11,28,6,222.485380116959,7.05466732657363,30.2185495934529,85.79934759181859,12.5995315313079,15.399149104816,2.9960082013523706,13.0,4.5762223426588,5.72329318840138,14.022463662044599,12.223277100711,15.285714285714299,14.6274987922033,2.9620868893856698,0.0,24.413800379144,6.220522449042081,186.09586981437099,0.0,0.0,0.0,44.6304060549822,26.704110606064802,1.29800242257695,39.149388525919,0.0
87,1,25,5,0.9174,248,181,33,0,14,138,0,11,52,211,8,2184,2,66,17,0,0,60,79,16,28,130,26,0,10,294,0,405.47177419354796,18.820456241685697,47.1777703222297,0.0,159.23431559408002,38.1103108492273,0.0,2.0,4.84198952103816,22.519338464169003,45.422086925504395,27.366409631893,0.0,46.6981941674693,8.63572010051687,0.0,0.0,38.67892843277,51.112952176598704,57.5475796707094,43.1635379527791,68.0936597139608,74.6249106715501,0.0,35.0,88.5789754262201,0.0
36,2,26,4,0.6427,139,393,0,0,175,118,0,12,53,85,0,2348,16,34,21,0,0,21,5,100,1,0,1453,0,15,10,0,7.05035971223022,11.6340805593606,0.0,0.0,268.44692223331504,25.897743246610897,0.0,0.0,2.66240324230017,21.1223536064544,0.0,34.4812697403616,11.2300205519077,53.298766779844506,4.1354065152226696,0.0,0.0,38.7600639988607,72.8,50.1446779572561,2.0,0.0,87.01818761569821,0.0,60.4319620755903,78.0,0.0
21,2,28,4,-0.3466,124,112,0,2,101,160,2,25,16,379,19,1913,4,67,393,0,4,2,271,42,83,0,274,19,4,1041,0,42.6693548387097,15.0524012665117,0.0,95.0,123.014899167709,65.2388202280169,0.0,78.1768494760492,4.93931621574526,76.4720709955386,335.316354422885,76.0576506262268,0.0,61.4243799205334,43.1596699455372,0.0,0.0,43.0,207.973433741572,52.8162900567241,47.1336492232385,0.0,93.9412376662835,58.6666666666667,0.0,112.191333718386,0.0
9,2,21,4,0.259,37,204,0,387,23,269,0,84,19,126,91,2086,17,21,15,75,0,11,7,316,2,0,446,6,14,95,0,241.86486486486498,9.99111587506931,0.0,366.901522057561,18.606738365984,15.4426346082479,0.0,79.57480968355941,3.50775107499878,24.261084483414198,115.49350208554701,37.603151291037896,47.0400499456983,33.5714285714286,71.1818181818182,7.46180913705292,0.0,20.455052811614,28.9350723912532,50.7616606810347,0.0,0.0,53.722715532551796,65.86515532490961,12.0911341441243,34.7651563224408,0.0
103,2,20,4,0.3014,318,315,0,16,36,73,0,142,64,360,3,4877,6,270,12,0,0,38,7,24,49,0,377,0,43,1024,0,58.7169811320755,17.4689675705921,0.0,0.0,82.63425899052521,22.4877429664653,0.0,5.2890453625193095,3.6268485851507597,23.3237684346351,2.0,30.662802643243605,0.0,37.310459820941205,0.0,0.0,0.0,50.7788731732915,18.25,34.856392182265104,14.5739277857706,0.0,72.13410324119509,0.0,26.1500453346819,57.239190927027295,0.0
67,1,19,4,0.2423,82,659,129,0,107,138,0,15,141,170,1,6448,976,64,211,0,0,39,48,51,31,0,461,3,98,2341,0,1.5,13.257020042651998,45.8559792107166,0.0,65.8516889481661,35.2664500298415,0.0,61.8333333333333,3.29281055106489,19.462993764384102,4.0,36.8905631828954,83.60818402573001,47.8416756843448,12.1205207409774,0.0,0.0,33.6155687179092,116.348214460555,45.0954560790349,21.259323480100697,0.0,60.10988515191771,3.0,32.2619934197282,36.913943853008,0.0
117,1,23,5,1.3298,31,247,0,185,21,729,0,14,36,459,0,3754,8,0,23,0,0,19,30,0,38,0,468,99,30,10,0,0.0,11.225017176869098,0.0,64.6922338731609,38.4444444444444,9.05799337158024,0.0,24.0,2.52480991578425,27.5085879179505,0.0,50.7828785128855,0.0,0.0,6.34589065663631,0.0,0.0,27.7818536601826,47.40803710962751,0.0,22.681682194750298,0.0,66.56704541702639,5.01798227679874,23.864036408380798,0.0,0.0
47,1,20,4,-0.2055,135,277,0,0,0,367,0,2,144,152,0,1379,0,9,612,0,42,0,0,0,0,0,1033,0,4,0,0,22.325925925925898,9.453412448558359,0.0,0.0,0.0,12.0529569701541,0.0,0.0,2.8872180687922,34.919687768189505,0.0,32.6134650246046,0.0,60.8,11.1038844678831,0.0,51.1293996145906,0.0,0.0,0.0,0.0,0.0,84.7066002039818,0.0,2.0,0.0,0.0
